0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,1,2,3,4,5,6,7,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241
Available Player Sessions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
Current Player Sessions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Available Game Sessions,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,22,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Active Game Sessions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CPU Utilization,1.916666667,1.75,1.75,1.733333333,1.666578679,1.766666667,1.677868852,1.738418079,1.666666667,1.65,1.617125127,1.666666667,1.684083542,1.6,1.633333333,1.633333333,1.616560156,1.616666667,1.676502732,2.28220339,1.617115866,1.616666667,1.616296193,1.616666667,1.611202186,1.622316384,1.666666667,1.6,1.566666667,1.633333333,1.683333333,1.7,1.633333333,1.583333333,1.628142077,1.555084746,1.600185237,1.566666667,1.566666667,1.56683338,1.55,1.6,1.583333333,1.533333333,1.545081967,1.605552468,1.516550894,1.6,1.583333333,1.56147541,1.60480226,1.616666667,1.6,1.566666667,1.566013708,1.516666667,1.6,1.333333333,1.566666667,1.616666667,1.583226822,1.483333333,1.483333333,1.583500046,1.550722423,1.566666667,1.516666667,1.516666667,1.566666667,1.533333333,1.6,1.566666667,1.483333333,1.517115866,1.516666667,1.533333333,1.55,1.583333333,1.516666667,1.500449199,1.5,1.517115866,1.55,1.55,1.534055756,1.533333333,1.516666667,1.512744281,1.538418079,1.533333333,1.483490784,1.533333333,1.532944336,1.5,1.516666667,1.516666667,1.483333333,1.467106604,1.483333333,1.567398351,1.55,1.5,1.6,1.55,1.583333333,1.483333333,1.516666667,1.5,1.516666667,1.5,1.566666667,1.6,1.5,1.533333333,1.55,1.5,1.566666667,1.516666667,1.533333333,1.584065018,1.7,1.528415301,1.538700565,1.533333333,1.516666667,1.566666667,1.635477447,1.583333333,1.566666667,1.583791794,1.483333333,1.483333333,1.483500046,1.5,1.56683338,1.5,1.5,1.5,1.633509308,1.516550894,1.516666667,1.533333333,1.516666667,1.9,1.577868852,1.755932203,1.55,1.561748634,1.521751412,1.533333333,1.483490784,1.55,1.5,1.516666667,1.5,1.478142077,1.488135593,1.534065018,1.516666667,1.533333333,1.599073817,1.683333333,1.566666667,1.55,9.933333333,52.93555617,99.7704918,99.73770492,99.53333333,99.75,99.63333333,99.75,99.70491803,99.73333333,99.76666667,99.73770492,100,99.78333333,99.75,99.76666667,99.73333333,99.70491803,99.57103825,99.71666667,99.71666667,99.78688525,99.75409836,99.81666667,99.72131148,99.71666667,99.75409836,99.7,99.72131148,99.73770492,99.75,99.76666667,99.75,99.73333333,99.76666667,100,99.7,99.73333333,99.75,99.78333333,99.73333333,99.73770492,99.75,99.51666667,99.73333333,99.75,99.86885246,99.75,99.81666667,99.48797814,99.78333333,99.73333333,99.75,99.75,99.78333333,99.78333333,99.78688525,99.75,99.50409836,99.86666667,99.55,99.59016393,99.73333333,99.65491803,99.61666667,99.6,99.81967213,99.72131148,99.62103825,99.75,99.75,99.52021858,99.8852459,99.68715847,99.81666667,99.75,99.63715847
Network In,27396.75,25136,29802.6,29796.6,26676.2,28315,25026.8,26616,28390.2,26789.6,26769.6,28638,24992.2,26723.2,28330.4,32443.4,26805.6,28323.6,26371.4,26829.8,29804.8,25111.8,26718.8,28748.6,25842.6,26551,29817.6,31453.2,25281.4,36183.2,26692,25052.8,30006.4,25055,27188.4,28524.4,26723.2,23712,28489.6,29394.6,20154,21849.4,21453.8,18537.8,18475,23338.8,20198.2,19022.2,23423.4,18550.6,21073.8,28071.8,18623.6,20077,21690.2,20114.6,18475,23364.4,20279.8,18957.2,23266.2,18627,20098.8,27591.6,18674,20150,23060.2,18576.2,18516.8,23423.2,18703.4,20419.6,24477.6,19206.8,20021,28657.8,20635,19379.6,23180.2,18482.6,18377.4,22365.2,19497.4,20445,20176.8,21661.8,20114,24563.6,23242.2,18546.6,18484.6,23321,20091.4,18798.2,24174.4,18888.8,18441,23557.6,18527,27671.4,32362.6,31834.4,31102.6,34121.6,30209.6,31724.4,35188.6,31474.6,32959,34474.2,31634.6,38247,34686.8,33278.4,31648.4,36463.2,31524.6,37784.8,39782.4,40557.2,40047.8,40966.8,41748.2,43802.4,41369,42460.6,42659.4,40025.2,41696.8,38391.2,26296.4,27221.6,22329.2,22483.2,24730.6,29233.8,23915.4,26146.2,53099.6,23973,27933.4,22575.4,26476,28095,46228.2,86564.6,31120.4,30725.4,25950.2,29172.4,26242,24332.4,29383.2,25165.6,26540.8,29633.4,24953,26688.6,30483.4,32519,27519.2,33980.8,38486.6,28173.6,36948.2,89698,48698.6,27401,30759.8,27959,25894.8,41379.2,26313.4,29315.2,33161,27559.6,27394.4,31442,30138.6,27497.2,30444,33677,26729.6,41054,29155.8,29488.8,31647.4,27530.8,28363.2,32479,29337.4,35939.2,39250.2,34830.2,36367.4,46696.4,35455.8,36186.6,39034.2,37141.6,34849.6,36999.8,36604.8,38174,35466.4,38594.2,36309,44274.2,39572.4,34380.2,36264.2,39505,36619.6,35537.2,38203.8,37416.2,37364.6,78649.8,87171.8,97561.2,88214.8,88528.4,92585.2,90019.2,86309.8,89847.8,90483.2,87665.6,88972,89489,89886.8,97357.6,92562.8,87038.8,88887.4,54653,38601.2,35383.2,40641.4,36848.8,36195
Network Out,16330.25,15222.4,20255.6,37747.2,16398.2,19397.6,15150,16048.6,19612.4,16119.8,16425.4,19751.8,14818.6,16245.2,19725.8,183929.6,16428.2,19629.4,16326.8,16076.6,20499,15192.2,16033,19914,15952.8,15967.2,20360.2,183152.6,15522.4,26918.4,16151,15064.4,20540.8,15285.2,16923.6,19536.2,16064.4,14832.6,20304.4,182420.8,15234,14988,18427.8,13899,13870.6,19370.6,14881,14057.8,19328.6,13757.8,15875,185683,13943.8,14811.2,18318.6,14776.6,13632,19425,15187.6,13856.4,19273.8,13955.6,14737.4,185307.2,14273.2,14765.4,18935.2,13936.6,13821.6,19089,14354.6,14909.8,19300.6,14409.2,14726.4,185231.2,15033.2,14320.2,19188.4,13592.8,13644,16559.2,16812.8,14845.6,14868.8,18368.8,14635.4,180921,19509.4,13659,13885.2,19267.6,14782,14086.2,20313,14056.4,13513.6,19735.4,14023,182458.8,30784.6,27857,27399.2,32374.6,26989,28167.4,32505.8,28339.6,29335.6,32700.4,28469,195688.6,33016.4,29779.4,29339.6,34165.4,28379,34785.2,39293,37718.6,104402.8,39411.8,41148.6,203133.8,39450.8,42207.2,114995.6,38319.6,41144.6,35569.8,22997.6,23503,17534.6,18172.4,21784.6,185350.4,19267,23426.6,112491,20319,24582.4,18722.2,22646.4,25095.8,43174,84370.8,101453.6,186994.8,22867,26526.2,21839.4,20635.6,26441.2,22006,22606.2,27158.2,21495.4,22260.4,27797.6,189107.6,23663.6,29201.2,38654,26829.6,52491,275732,43592.4,23905,28221.4,24998.2,22565.8,318106.6,23428,25266.6,30769.4,24427.8,24304,28811.8,26343.4,24118.4,28468,29007.6,23633.2,376152.2,25605.8,26530.4,29358.2,24171,25270.6,30313.2,25604.2,26861.8,31632.4,26124.4,27479.6,377465.6,27682,27088.6,31486.6,28842.2,25556.4,28302.2,29906.6,28920.4,26300.4,31564.2,27337.4,375655.8,32236.6,26120,28031.2,31581.2,27965.8,27294.2,31383.6,28624.8,28334.2,76229,85208.2,433681.6,87370,87139.8,184155.6,89764.8,84242.2,87741.8,88882.4,86484.8,86332,89036,87490.6,434813,91343.6,85381.2,86716.8,50377.4,29835,27050.2,32991.2,29003.2,28281
